유형,표제어,뜻풀이,예문,비고
고유어,- 유례(,類例): ①같거나 비슷한 예 ②[같은 말]전례(前,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 곤혹(,困惑): 곤란한 일을 당하여 어찌할 바를 모름- 담합(談合): 서로 의논하여 합의함. ‘짬짜미’로 순화,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 재연(,再演): ①연극이나 영화 따위를 다시 상연하거,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,나 상영함,②한 번 하였던 행위나 일을 다시 되풀이,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,33회 속담/한자성어/순화어 기출 단,어,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 빈대 미워 집에 불 놓는다,손해를 크게 볼 것을 생,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,각지 아니하고 자기에게 마땅치 아니한 것을 없애,려,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,고 그저 덤비기만 하는 경우를 비유적으로 이르는,말,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 다 된 농사에 낫 들고 덤빈다,일이 다 끝난 뒤에,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,쓸데없이 참견하고 나섬을 비유적으로 이르는,말,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 차돌에 바람 들면 석돌보다 못하다,오달진 사람일,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,수록 한 번 타락하면 걷잡을 수 없게 된다는,말,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 타고난 재주 사람마다 하나씩은 있다,사람은 누구,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,나 한 가지씩의 재주는 가지고 있어서 그것으로 먹,고,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,살아가게 마련이라는,말,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 하나는 열을 꾸려도 열은 하나를 못 꾸린다,한 사,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,람이 잘되면 여러 사람을 돌보아 줄 수 있으나 여,러,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,사람이 힘을 합하여 한 사람을 돌보아 주기는 힘들,다,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 비 온 뒤에 땅이 굳어진다,어떤 시련을 겪은 뒤에,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,더 강해짐을 비유적으로 이르는,말,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 교각살우(,矯角殺牛): '쇠뿔을 바로 잡으려다 소를 죽,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,인다'라는 뜻으로,", 결점이나 흠을 고치려다 수단이 지",,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,나쳐 도리어 일을 그르,침,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 팁,봉사료,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 스크린 도어,안전문,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 발레파킹,대리 주차,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 팝업창,알림창,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 레시피,조리법34회 속담/한자성어/순화어 기출 단어,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 욕심이 사람 죽인다,욕심이 너무 지나치면 사리를 분별하,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,지 못하고 위태로운 일까지 거리낌 없이 하게 됨을 비유,적,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,으로 이르는,말,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 다 가도 문턱 못 넘기,애써 일을 하였으나 끝맺음을 못하,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,여 보람이 없게 됨을 비유적으로 이르는,말,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 두 소경 한 막대 짚고 걷는다,어리석은 두 사람이 같은,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,잘못을 저지르는 경우를 비유적으로 이르는,말,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 바늘구멍으로 코끼리를 몰라 한다,작은 바늘굼ㅇ으로 엄,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,청나게 큰 코끼리를 몰른다고 한다는 뜻으로,", 전혀 가능성이",,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,없는 일을 하라고 강요하는 경우를 비유적으로 이르는,말,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 토끼 둘을 잡으려다가 하나도 못 잡는다,욕심을 부려 한,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,못한다는,말,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 부창부수(,夫唱婦隨): 남편이 주장하고 아내가 이에,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,따름,. 가정에서의 부부 화합의 도리를 이르는 말,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 좌정관천(,坐井觀天): 우물 속에 앉아 하늘을 쳐다본,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,다는 뜻으로,", ①견문이 매우 좁음을 말함 ②세상 물정",,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,을 너무 모,름,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 고진감래(,苦盡甘來): '쓴 것이 다하면 단 것이 온다',,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,라는 뜻으로,", 고생 끝에 낙이 온다라는 말",,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 역지사지(,易地思之): 처지를 서로 바꾸어 생각함이,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,란 뜻으로,", 상대방의 처지에서 생각해봄",,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 가두,길거리,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 하시,언제,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 시건장치,잠금장치,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 하명,명령,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,35회 속담/한자성어/순화어 기출 단,어,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 언 발에 오줌 누기,언 발을 녹이려고 우줌을 누어,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,봤자 효력이 별로 없다는 뜻으로,", 임시변통은 될지 모",,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,르나 그 효력이 오래가지 못할 뿐만 아니라 결국에,는,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,사태가 더 나빠짐을 비유적으로 이르는,말,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 썩어도 준치,=물어도 준치 썩어도 생치. 본래 좋고,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,훌륭한 것은 비록 상해도 그 본질에는 변함이 없음,을,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,비유적으로 이르는,말,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 떼어 놓은 당상,떼어 놓은 당상이 변하거나 다른,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,데로 갈리 없다는 데서,", 일이 확실하여 조금도 틀림이",,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,없음을 이르는,말,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 시루에 물 퍼붓기,구멍 난 시루에 물을 붓는다는,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,뜻으로,", 아무리 수고를 하고 공을 들여도 효과가 나타",,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,나지 않는 일을 비유적으로 이르는,말,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 단김에 소뿔 빼기,=쇠뿔도 단 김에 빼랬다. 든든히,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,박힌 소의 뿔을 뽑으려면 불로 달구어 놓은 김에,해,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,치워야 한다는 뜻으로,", 어떤 일이든지 하려고 생각했",,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,으면 한창 열이 올랐을 때 망설이지 말고 곧 행동,으,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,로 옮겨야 함을 비유적으로 이르는,말,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 원님 덕에 나팔 불기,=사또 덕분에 나팔 분다. 사,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,또와 동행한 덕분에 나팔 불고 요란히 맞아 주는,호,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,화로운 대접을 받는다는 뜻으로,", 남의 덕으로 당치도",,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,아니한 행세를 하게 되거나 그런 대접을 받고 우쭐,대,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,는 모양을 비유적으로 이르는,말,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 미봉책(,"彌縫策): 꿰매어 깁는 계책이란 뜻으로, 결점",,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,이나 실패를 덮어 발각되지 않게 이리 저리 주선하,여,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,감추기만 하는 계,책,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 고식지계(,姑息之計): ①근본 해결책이 아닌 임시로,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,편한 것을 취하는 계책,②당장의 편안함만을 꾀하는,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,일시적인 방편- 임시방편(,臨時方便): 필요에 따라 그때그때 정해 일,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,을 쉽고 편리하게 치를 수 있는 수,단,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 고육지책(,苦肉之策): 적을 속이는 수단으로서 제 몸,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,괴롭히는 것을 돌보지 않고 쓰는 계,책,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 하석상대(,"下石上臺): '아랫돌 빼서 윗돌 괴고, 윗돌",,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,빼서 아랫돌 괴기'라는 뜻으로,", 임기응변으로 어려운",,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,일을 처리함을 말,함,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 부락,마을,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 가료,"고침, 병고침",,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 도합,"모두, 합계",,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 파랑,물결,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 잔고,"나머지, 잔액",,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,36회 속담/한자성어/순화어 기출 단,어,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 우선 먹기는 곶감이 달다,앞일은 생각해 보지도 아,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,니하고 당장 좋은 것만 취하는 경우를 비유적으로,이,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 오월동주(,吳越同舟): 오나라 사람과 월나라 사람이,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,한 배에 타고 있다라는 뜻으로,", ①어려운 상황에서는",,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,원수라도 협력하게 됨,②뜻이 전혀 다른 사람들이 한,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,자리에 있게,됨,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 각주구검(,刻舟求劍): 칼을 강물에 떨어뜨리자 뱃전,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,에 그 자리를 표시햇다가 나중에 그 칼을 찾으려,한,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,다는 뜻으로,", 판단력이 둔하여 융통성이 없고 세상일",,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,에 어둡고 어리석다는,뜻,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 간담상조(,肝膽相照): '간과 쓸개를 내놓고 서로에게,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,내보인다'라는 뜻으로,", 서로 마음을 터놓고 친밀히 사",,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 와신상담(,臥薪嘗膽): 섶에 눕고 쓸개를 씹는다는 뜻,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,으로,", 원수를 갚으려고 온갖 괴로움을 참고 견딤을 이",,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 연목구어(,緣木求魚): 나무에 인연하여 물고기를 구,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,한다는 뜻으로,", ①목적이나 수단이 일치하지 않아 성",,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,공이 불가능함,②또는 허술한 계책으로 큰일을 도모,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 진의,참뜻,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 저간,요즈음,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 제반,모든,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 고참,선임,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 노변,길가33회 고유어 기출 단어,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 을씨년스러운,(을씨년스럽다) ①보기에 날씨나 분위,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,기 따위가 몹시 스산하고 쓸쓸한 데가 있다,②보기에,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,살림이 매우 가난한 데가 있,다,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 고까운,(고깝다) 섭섭하고 야속하여 마음이 언짢다,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 천연덕스럽게,(천연덕스럽다) ①생긴 그대로 조금도,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,거짓이나 꾸밈이 없고 자연스러운 느낌이 있다,②시,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,치미를 뚝 떼어 겉으로는 아무렇지 않은 체하는 태,도,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,가 있,다,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 성긴,(성기다) 물건의 사이가 뜨다,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 을러대는,(을러대다) 위협적인 언동으로 을러서 남,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,을 억누르,다,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 비리비리,비틀어질 정도로 여위고 연약한 모양,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 데면데면,①사람을 대하는 태도가 친밀감이 없이,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,예사로운 모양,②성질이 꼼꼼하지 않아 행동이 신중,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,하거나 조심스럽지 않은 모,양,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 찌릿찌릿,①뼈마디나 몸의 일부가 매우 또는 자꾸,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,저린 느낌,②가슴이나 마음이 매우 저린 느낌,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 바락바락,①성이 나서 잇따라 기를 쓰거나 소리를,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,지르는 모양,②빨래 따위를 가볍게 조금씩 주무르는,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 지근지근,머리가 자꾸 쑤시듯 아픈 모양,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,34회 고유어 기출 단,어,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 풀무질,풀무로 바람을 일으키는 일,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 푸네기,가까운 제살붙이를 낮잡아 이르는 말,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 차렵이불,솜을 얇게 두어 지은 이불,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 줄레줄레,①[줄레줄레01-1] 꺼불거리며 경망스럽게,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,행동하는 모양 [줄레줄레01-2] 여럿이 무질서하게,줄,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,줄 뒤따르는 모양,②[줄레줄레02] 해지거나 헝클어져,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,너절하게 잇달리어 있는 모,양,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 짬짜미,남모르게 자기들끼리만 짜고 하는 약속이나,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 곰살갑다,성질이 보기보다 상냥하고 부드럽다,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 희한하다,매우 드물거나 신기하다,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 새삼스럽다,①이미 알고 있는 사실에 대하여 느껴,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,지는 감정이 갑자기 새로운 데가 있다,②하지 않던,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,일을 이제 와서 하는 것이 보기에 두드러진 데가,있,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 을씨년스럽다,①보기에 날씨나 분위기 따위가 몹시,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,스산하고 쓸쓸한 데가 있다,②보기에 살림이 매우 가,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,난한 데가 있,다,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 남우세스럽다,남에게 놀림과 비웃음을 받을 듯하다35회 고유어 기출 단어,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 노량,(노량으로) 어정어정 놀면서 느릿느릿,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 헤살,①일을 짓궃게 훼방함. 또는 그런 짓 ②물 따,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,위를 젓거나 하여 흩뜨림,. 또는 그런 짓,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 가탈,①일이 순조롭게 나아가는 것을 방해하는 조,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,건,②이리저리 트집을 잡아 까다롭게 구는 일,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 싹수,어떤 일이나 사람이 앞으로 잘될 것 같은 낌,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,새나 징,조,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 주눅,①기운을 제대로 펴지 못하고 움츠러드는 태,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,도나 성질,②부끄러움이 없이 언죽번죽한 태도나 성,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 두런두런,여럿이 나지막한 목소리로 서로 조용히,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,이야기하는 소리,. 또는 그 모양,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 즈런즈런,살림살이가 넉넉하여 풍족한 모양,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 바작바작,①물기가 적은 물건을 잇따라 씹거나 빻,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,는 소리,. 또는 그 모양 ②마음이 매우 안타깝게 죄어,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,드는 모,양,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 알근알근,①매워서 입 안이 매우 알알한 느낌 ②술,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,에 취하여 정신이 매우 아렴풋한 느,낌,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 할금할금,곁눈으로 살그머니 계속 할겨 보는 모양,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 잔말,쓸데없이 자질구레하게 늘어놓는 말,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 혼잣말,말을 하는 상대가 없이 혼자서 하는 말,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 군말,하지 않아도 좋을 쓸데없는 군더더기 말,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 빈말,실속 없이 헛된 말,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 입찬말,자기의 지위나 능력을 믿고 지나치게 장담,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,하는 말(,=입찬소리),,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,36회 고유어 기출 단,어,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 맞잡이,①서로 대등한 정도나 분량(= 맞들이) ②서,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,로 힘이 비슷한 두 사,람,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 추렴,모임이나 놀이 또는 잔치 따위의 비용으로 여,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,럿이 각각 얼마씩의 돈을 내어 거,둠,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 해찰,①마음에 썩 내키지 아니하여 물건을 부질없,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,이 이것저것 집적거려 해침,. 또는 그런 행동 ②일에는,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,마음을 두지 아니하고 슬데없이 다른 짓을,함,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 우수리,물건값을 제하고 거슬러 받는 잔돈,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 얼핏얼핏,지나는 곁에 잇따라 잠깐씩 나타나는 모,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,양(,= 언뜻언뜻),,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 새록새록,①새로운 물건이나 일이 잇따라 생기는,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,모양,②어떤 생각이나 느낌이 거듭하여 새롭게 생기,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,는 모,양,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 둘레둘레,①[둘레둘레01] 사방을 이리저리 살피는,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,모양 둘레,②[둘레둘레02] 여러 사람이나 물건이 주우,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,이,ㅔ 둥그렇게 둘러 있는 모양,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 아귀아귀,음식을 욕심껏 입 안에 넣고 마구 씹어,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,먹는 모,양,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 감실감실,"사람이나 물체, 빛 따위가 먼 곳에서 자",,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,꾸 아렴풋이 움직이는 모,양,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 조록조록,①가는 물줄기나 빗물 따위가 빠르게 자,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,꾸 흐르거나 내리는 소리,. 또는 그 모양 ②잔주름이,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,고르게 많이 잡힌 모,양,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 쪼록쪼록,가는 물줄기나 빗물 따위가 빠르게 자꾸,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,흐르거나 내리는 소리,. 또는 그 모양,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 주룩주룩,①굵은 물줄기나 빗물 따위가 빠르게 자,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,꾸 흐르거나 내리는 소리,. 또는 그 모양 ②주름이 고르게 많이 잡힌 모양,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 쭈룩쭈룩,굵은 물줄기나 빗물 따위가 빠르게 자꾸,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,33회 다의어/동음이의어 기출 단,어,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 들다,(01) ①음식의 맛 따위가 익어서 알맞게 되다,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,깔,", 물기, 소금기가 스미거나, 배다 ④어떤 일에 돈,",,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,시간,", 노력, 물자 따위가 쓰이다 ⑤의식이 회복되거나",,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,어떤 생각이나 느낌이 일다,⑥어떤 물건이나 사람이,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,좋게 받아들여지다,⑦병이나 증상이 생기다 ⑧밖에서,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,안으로 향해 가거나 오거나 한다,⑨남을 위하여 어떤,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,일을 해 주다,"⑩빛, 볕, 물 따위가 안으로 들어오다",,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 들다,(02) 비나 눈이 개고 날이 좋아지다,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 들다,(03) 연장의 날이 날카로워 물건을 잘 베다,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 들다,(04) ①손에 가지다 ②아래에 있는 것을 위로,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,치켜올리다,"③어떠한 사실이나 증거, 보기 등을 끌어",,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,대거나 내세우다,④'음식 따위를 먹다'의 높임말,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
고유어,- 달다,(01) ①타지 않는 단단한 물체가 열로 몹시,,auto from 한국어+기출+단어+정리-잠금 해제됨.pdf
